;IDADEMAE;ESCMAE;CONSPRENAT
count;216143.0;216143.0;216143.0
mean;27.951087937152717;4.162859773390765;8.83943037711145
std;6.653321028507809;0.605308860879706;2.742853483284351
min;11.0;1.0;1.0
25%;23.0;4.0;7.0
50%;28.0;4.0;9.0
75%;33.0;5.0;10.0
max;54.0;9.0;39.0
